Système de chauffage,Matériau du cadre,output,timestamp
,,,2025-03-11 21:27:26.392806
Pac COPA 5.3,Cadre bois métal,Pas de croisement: réutilisation du cadre préférable.,2025-03-11 21:28:28.754525
